route_id,service_id,trip_id,direction_id,block_id,shape_id
Sandwich,FallWintSpr_Mon-Fri,Sandwich_FallWintSpr_Mon-Fri_In4,1,,Shp_Sandwich_FallWintSpr_In_Short
Sandwich,FallWintSpr_Mon-Fri,Sandwich_FallWintSpr_Mon-Fri_In5,1,,Shp_Sandwich_FallWintSpr_In_Short
Sandwich,FallWintSpr_Mon-Fri,Sandwich_FallWintSpr_Mon-Fri_In6,1,,Shp_Sandwich_FallWintSpr_In
Sandwich,FallWintSpr_Mon-Fri,Sandwich_FallWintSpr_Mon-Fri_In7,1,,Shp_Sandwich_FallWintSpr_In
Sandwich,FallWintSpr_Mon-Fri,Sandwich_FallWintSpr_Mon-Fri_In8,1,,Shp_Sandwich_FallWintSpr_In_Short
Sandwich,FallWintSpr_Mon-Fri,Sandwich_FallWintSpr_Mon-Fri_In9,1,,Shp_Sandwich_FallWintSpr_In
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_In1,1,,Shp_Bourne_FallWintSpr_In_Short
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_In2,1,,Shp_Bourne_FallWintSpr_In
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_In3,1,,Shp_Bourne_FallWintSpr_In
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_In4,1,,Shp_Bourne_FallWintSpr_In
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_In5,1,,Shp_Bourne_FallWintSpr_In
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_In6,1,,Shp_Bourne_FallWintSpr_In
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_Out1,0,,Shp_Bourne_FallWintSpr_Out
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_Out2,0,,Shp_Bourne_FallWintSpr_Out
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_Out3,0,,Shp_Bourne_FallWintSpr_Out
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_Out4,0,,Shp_Bourne_FallWintSpr_Out_Short
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_Out5,0,,Shp_Bourne_FallWintSpr_Out_Short
Bourne,FallWintSpr_Mon-Fri,Bourne_FallWintSpr_Mon-Fri_Out6,0,,Shp_Bourne_FallWintSpr_Out_Short
FLEX,FallWintSpr_Mon-Fri,FLEX_FallWintSpr_Mon-Fri_Out1,0,,Shp_FLEX_FallWintSpr_Out_Short
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_Out2,0,,Shp_FLEX_FallWintSpr_Out
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_Out3,0,,Shp_FLEX_FallWintSpr_Out
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_Out4,0,,Shp_FLEX_FallWintSpr_Out
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_Out5,0,,Shp_FLEX_FallWintSpr_Out+Nauset
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_Out6,0,,Shp_FLEX_FallWintSpr_Out+Nauset
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_Out7,0,,Shp_FLEX_FallWintSpr_Out
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_In1,1,,Shp_FLEX_FallWintSpr_In
FLEX,FallWintSpr_Mon-Fri,FLEX_FallWintSpr_Mon-Fri_In2,1,,Shp_FLEX_FallWintSpr_In_Short
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_In3,1,,Shp_FLEX_FallWintSpr_In
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_In4,1,,Shp_FLEX_FallWintSpr_In
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_In5,1,,Shp_FLEX_FallWintSpr_In+Nauset
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_In6,1,,Shp_FLEX_FallWintSpr_In+Nauset
FLEX,FallWintSpr_Mon-Sat,FLEX_FallWintSpr_Mon-Sat_In7,1,,Shp_FLEX_FallWintSpr_In
Villager,FallWintSpr_Mon-Fri,Villager_FallWintSpr_Mon-Fri_Out1,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out2,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out3,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out4,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out5,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out6,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out7,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out8,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out9,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out10,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out11,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_Out12,0,,Shp_Villager_FallWintSpr_Out
Villager,FallWintSpr_Mon-Fri,Villager_FallWintSpr_Mon-Fri_In1,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In2,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In3,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In4,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In5,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In6,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In7,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In8,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In9,1,,Shp_Villager_FallWintSpr_In
Villager,FallWintSpr_Mon-Sat,Villager_FallWintSpr_Mon-Sat_In10,1,,Shp_Villager_FallWintSpr_In
Ptown,SprShoulder_Fri-Sat,Ptown_SprShoulder_Fri-Sat_NTruro_Out,0,,Shp_Ptown_NTruro
Ptown,SprShoulder_Fri-Sat,Ptown_SprShoulder_Fri-Sat_NTruro_In,1,,Shp_Ptown_NTruro
Ptown,SprShoulder_Sun,Ptown_SprShoulder_Sun_NTruro_Out,0,,Shp_Ptown_NTruro
Ptown,SprShoulder_Sun,Ptown_SprShoulder_Sun_NTruro_In,1,,Shp_Ptown_NTruro
Ptown,SprShoulder_Fri-Sat,Ptown_SprShoulder_Fri-Sat_RacePt,,,Shp_Ptown_RP
Ptown,SprShoulder_Sun,Ptown_SprShoulder_Sun_RacePt,,,Shp_Ptown_RP
Ptown,SprShoulder_Fri-Sat,Ptown_SprShoulder_Fri-Sat_HerringCove,,,Shp_Ptown_HC
Ptown,SprShoulder_Sun,Ptown_SprShoulder_Sun_HerringCove,,,Shp_Ptown_HC
Ptown,FallShoulder_Fri-Sat,Ptown_FallShoulder_Fri-Sat_NTruro_Out,0,,Shp_Ptown_NTruro
Ptown,FallShoulder_Fri-Sat,Ptown_FallShoulder_Fri-Sat_NTruro_In,1,,Shp_Ptown_NTruro
Ptown,FallShoulder_Sun,Ptown_FallShoulder_Sun_NTruro_Out,0,,Shp_Ptown_NTruro
Ptown,FallShoulder_Sun,Ptown_FallShoulder_Sun_NTruro_In,1,,Shp_Ptown_NTruro
Ptown,FallShoulder_Fri-Sat,Ptown_FallShoulder_Fri-Sat_RacePt,,,Shp_Ptown_RP
Ptown,FallShoulder_Sun,Ptown_FallShoulder_Sun_RacePt,,,Shp_Ptown_RP
Ptown,FallShoulder_Fri-Sat,Ptown_FallShoulder_Fri-Sat_HerringCove,,,Shp_Ptown_HC
Ptown,FallShoulder_Sun,Ptown_FallShoulder_Sun_HerringCove,,,Shp_Ptown_HC
