trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
Sandwich_Summer_Mon-Fri_In1,7:07:00,7:07:00,CanalViewApts,4,0,0
Sandwich_Summer_Mon-Fri_In1,7:14:00,7:14:00,SandwichTownHall,7,0,0
Sandwich_Summer_Mon-Fri_In1,7:20:00,7:20:00,SandwichCOA,9,0,0
Sandwich_Summer_Mon-Fri_In1,7:28:00,7:28:00,S&SQuakerMHRdSandwich,13,0,0
Sandwich_Summer_Mon-Fri_In1,7:30:00,7:30:00,CotuitFarmersvilleSandwich,14,0,0
Sandwich_Summer_Mon-Fri_In1,7:34:00,7:34:00,RaceGrHillSandwich,15,0,0
Sandwich_Summer_Mon-Fri_In1,7:42:00,7:42:00,RaceOsterWBarnSandwich,16,0,0
Sandwich_Summer_Mon-Fri_In1,7:48:00,7:48:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In1,7:50:00,7:50:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In1,7:52:00,7:52:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In1,8:00:00,8:00:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In1,8:05:00,8:05:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In1,8:10:00,8:10:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In2,10:00:00,10:00:00,SagamoreP&R,2,0,0
Sandwich_Summer_Mon-Fri_In2,10:03:00,10:03:00,MktBasketSagamore,3,0,0
Sandwich_Summer_Mon-Fri_In2,10:07:00,10:07:00,CanalViewApts,4,0,0
Sandwich_Summer_Mon-Fri_In2,10:11:00,10:11:00,S&S6ASandwich,5,0,0
Sandwich_Summer_Mon-Fri_In2,10:18:00,10:18:00,HeritageMuseum,6,0,0
Sandwich_Summer_Mon-Fri_In2,10:21:00,10:21:00,SandwichTownHall,7,0,0
Sandwich_Summer_Mon-Fri_In2,10:30:00,10:30:00,SpauldingRehab,8,0,0
Sandwich_Summer_Mon-Fri_In2,10:35:00,10:35:00,SandwichCOA,9,0,0
Sandwich_Summer_Mon-Fri_In2,10:45:00,10:45:00,HeritagePark,10,0,0
Sandwich_Summer_Mon-Fri_In2,10:47:00,10:47:00,SandwichHousing,11,0,0
Sandwich_Summer_Mon-Fri_In2,10:49:00,10:49:00,CanterburyPlaza,12,0,0
Sandwich_Summer_Mon-Fri_In2,10:52:00,10:52:00,S&SQuakerMHRdSandwich,13,0,0
Sandwich_Summer_Mon-Fri_In2,10:54:00,10:54:00,CotuitFarmersvilleSandwich,14,0,0
Sandwich_Summer_Mon-Fri_In2,11:00:00,11:00:00,RaceGrHillSandwich,15,0,0
Sandwich_Summer_Mon-Fri_In2,11:07:00,11:07:00,RaceOsterWBarnSandwich,16,0,0
Sandwich_Summer_Mon-Fri_In2,11:13:00,11:13:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In2,11:15:00,11:15:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In2,11:17:00,11:17:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In2,11:19:00,11:19:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In2,11:22:00,11:22:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In2,11:26:00,11:26:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In3,11:48:00,11:48:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In3,11:50:00,11:50:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In3,11:52:00,11:52:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In3,12:00:00,12:00:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In3,12:05:00,12:05:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In3,12:10:00,12:10:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In4,13:48:00,13:48:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In4,13:50:00,13:50:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In4,13:52:00,13:52:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In4,14:00:00,14:00:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In4,14:05:00,14:05:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In4,14:10:00,14:10:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In5,14:00:00,14:00:00,SagamoreP&R,2,0,0
Sandwich_Summer_Mon-Fri_In5,14:03:00,14:03:00,MktBasketSagamore,3,0,0
Sandwich_Summer_Mon-Fri_In5,14:07:00,14:07:00,CanalViewApts,4,0,0
Sandwich_Summer_Mon-Fri_In5,14:11:00,14:11:00,S&S6ASandwich,5,0,0
Sandwich_Summer_Mon-Fri_In5,14:18:00,14:18:00,HeritageMuseum,6,0,0
Sandwich_Summer_Mon-Fri_In5,14:21:00,14:21:00,SandwichTownHall,7,0,0
Sandwich_Summer_Mon-Fri_In5,14:30:00,14:30:00,SpauldingRehab,8,0,0
Sandwich_Summer_Mon-Fri_In5,14:35:00,14:35:00,SandwichCOA,9,0,0
Sandwich_Summer_Mon-Fri_In5,14:45:00,14:45:00,HeritagePark,10,0,0
Sandwich_Summer_Mon-Fri_In5,14:47:00,14:47:00,SandwichHousing,11,0,0
Sandwich_Summer_Mon-Fri_In5,14:49:00,14:49:00,CanterburyPlaza,12,0,0
Sandwich_Summer_Mon-Fri_In5,14:52:00,14:52:00,S&SQuakerMHRdSandwich,13,0,0
Sandwich_Summer_Mon-Fri_In5,14:54:00,14:54:00,CotuitFarmersvilleSandwich,14,0,0
Sandwich_Summer_Mon-Fri_In5,15:00:00,15:00:00,RaceGrHillSandwich,15,0,0
Sandwich_Summer_Mon-Fri_In5,15:07:00,15:07:00,RaceOsterWBarnSandwich,16,0,0
Sandwich_Summer_Mon-Fri_In5,15:13:00,15:13:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In5,15:15:00,15:15:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In5,15:17:00,15:17:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In5,15:19:00,15:19:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In5,15:22:00,15:22:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In5,15:26:00,15:26:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In6,16:00:00,16:00:00,SagamoreP&R,2,0,0
Sandwich_Summer_Mon-Fri_In6,16:03:00,16:03:00,MktBasketSagamore,3,0,0
Sandwich_Summer_Mon-Fri_In6,16:07:00,16:07:00,CanalViewApts,4,0,0
Sandwich_Summer_Mon-Fri_In6,16:11:00,16:11:00,S&S6ASandwich,5,0,0
Sandwich_Summer_Mon-Fri_In6,16:18:00,16:18:00,HeritageMuseum,6,0,0
Sandwich_Summer_Mon-Fri_In6,16:21:00,16:21:00,SandwichTownHall,7,0,0
Sandwich_Summer_Mon-Fri_In6,16:30:00,16:30:00,SpauldingRehab,8,0,0
Sandwich_Summer_Mon-Fri_In6,16:35:00,16:35:00,SandwichCOA,9,0,0
Sandwich_Summer_Mon-Fri_In6,16:45:00,16:45:00,HeritagePark,10,0,0
Sandwich_Summer_Mon-Fri_In6,16:47:00,16:47:00,SandwichHousing,11,0,0
Sandwich_Summer_Mon-Fri_In6,16:49:00,16:49:00,CanterburyPlaza,12,0,0
Sandwich_Summer_Mon-Fri_In6,16:52:00,16:52:00,S&SQuakerMHRdSandwich,13,0,0
Sandwich_Summer_Mon-Fri_In6,16:54:00,16:54:00,CotuitFarmersvilleSandwich,14,0,0
Sandwich_Summer_Mon-Fri_In6,17:00:00,17:00:00,RaceGrHillSandwich,15,0,0
Sandwich_Summer_Mon-Fri_In6,17:07:00,17:07:00,RaceOsterWBarnSandwich,16,0,0
Sandwich_Summer_Mon-Fri_In6,17:13:00,17:13:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In6,17:15:00,17:15:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In6,17:17:00,17:17:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In6,17:19:00,17:19:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In6,17:22:00,17:22:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In6,17:26:00,17:26:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In7,17:48:00,17:48:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In7,17:50:00,17:50:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In7,17:52:00,17:52:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In7,18:00:00,18:00:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In7,18:05:00,18:05:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In7,18:10:00,18:10:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In8,17:00:00,17:00:00,SagamoreP&R,2,0,0
Sandwich_Summer_Mon-Fri_In8,17:03:00,17:03:00,MktBasketSagamore,3,0,0
Sandwich_Summer_Mon-Fri_In8,17:07:00,17:07:00,CanalViewApts,4,0,0
Sandwich_Summer_Mon-Fri_In8,17:11:00,17:11:00,S&S6ASandwich,5,0,0
Sandwich_Summer_Mon-Fri_In8,17:18:00,17:18:00,HeritageMuseum,6,0,0
Sandwich_Summer_Mon-Fri_In8,17:21:00,17:21:00,SandwichTownHall,7,0,0
Sandwich_Summer_Mon-Fri_In8,17:30:00,17:30:00,SpauldingRehab,8,0,0
Sandwich_Summer_Mon-Fri_In8,17:35:00,17:35:00,SandwichCOA,9,0,0
Sandwich_Summer_Mon-Fri_In8,17:45:00,17:45:00,HeritagePark,10,0,0
Sandwich_Summer_Mon-Fri_In8,17:47:00,17:47:00,SandwichHousing,11,0,0
Sandwich_Summer_Mon-Fri_In8,17:49:00,17:49:00,CanterburyPlaza,12,0,0
Sandwich_Summer_Mon-Fri_In8,17:52:00,17:52:00,S&SQuakerMHRdSandwich,13,0,0
Sandwich_Summer_Mon-Fri_In8,17:54:00,17:54:00,CotuitFarmersvilleSandwich,14,0,0
Sandwich_Summer_Mon-Fri_In8,18:00:00,18:00:00,RaceGrHillSandwich,15,0,0
Sandwich_Summer_Mon-Fri_In8,18:07:00,18:07:00,RaceOsterWBarnSandwich,16,0,0
Sandwich_Summer_Mon-Fri_In8,18:13:00,18:13:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In8,18:15:00,18:15:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In8,18:17:00,18:17:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In8,18:19:00,18:19:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In8,18:22:00,18:22:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In8,18:26:00,18:26:00,HTC,22,0,0
Sandwich_Summer_Mon-Fri_In9,19:48:00,19:48:00,BellTowerMall,17,0,0
Sandwich_Summer_Mon-Fri_In9,19:50:00,19:50:00,WMain28Centerville,18,0,0
Sandwich_Summer_Mon-Fri_In9,19:52:00,19:52:00,StarMktHyannis,19,0,0
Sandwich_Summer_Mon-Fri_In9,20:00:00,20:00:00,SturgisSchoolWest,20,0,0
Sandwich_Summer_Mon-Fri_In9,20:05:00,20:05:00,SturgisSchoolEastSouthSt,21,0,0
Sandwich_Summer_Mon-Fri_In9,20:10:00,20:10:00,HTC,22,0,0
Bourne_Summer_Mon-Fri_Out1,8:00:00,8:00:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out1,8:04:00,8:04:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out1,8:07:00,8:07:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out1,8:13:00,8:13:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out1,8:16:00,8:16:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out1,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out1,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out1,8:31:00,8:31:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out1,8:36:00,8:36:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out1,8:42:00,8:42:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out1,8:47:00,8:47:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out1,8:51:00,8:51:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out1,8:58:00,8:58:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out1,9:02:00,9:02:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out1,9:15:00,9:15:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out2,9:30:00,9:30:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out2,9:34:00,9:34:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out2,9:37:00,9:37:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out2,9:43:00,9:43:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out2,9:46:00,9:46:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out2,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out2,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out2,10:01:00,10:01:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out2,10:06:00,10:06:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out2,10:12:00,10:12:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out2,10:17:00,10:17:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out2,10:21:00,10:21:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out2,10:28:00,10:28:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out2,10:32:00,10:32:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out2,10:45:00,10:45:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out3,11:00:00,11:00:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out3,11:04:00,11:04:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out3,11:07:00,11:07:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out3,11:13:00,11:13:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out3,11:16:00,11:16:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out3,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out3,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out3,11:31:00,11:31:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out3,11:36:00,11:36:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out3,11:42:00,11:42:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out3,11:47:00,11:47:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out3,11:51:00,11:51:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out3,11:58:00,11:58:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out3,12:02:00,12:02:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out3,12:15:00,12:15:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out4,12:30:00,12:30:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out4,12:34:00,12:34:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out4,12:37:00,12:37:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out4,12:43:00,12:43:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out4,12:46:00,12:46:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out4,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out4,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out4,13:01:00,13:01:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out4,13:06:00,13:06:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out4,13:12:00,13:12:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out4,13:17:00,13:17:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out4,13:21:00,13:21:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out4,13:28:00,13:28:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out4,13:32:00,13:32:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out4,13:45:00,13:45:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out5,14:00:00,14:00:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out5,14:04:00,14:04:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out5,14:07:00,14:07:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out5,14:13:00,14:13:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out5,14:16:00,14:16:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out5,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out5,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out5,14:31:00,14:31:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out5,14:36:00,14:36:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out5,14:42:00,14:42:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out5,14:47:00,14:47:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out5,14:51:00,14:51:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out5,14:58:00,14:58:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out5,15:02:00,15:02:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out5,15:15:00,15:15:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out6,15:30:00,15:30:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out6,15:34:00,15:34:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out6,15:37:00,15:37:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out6,15:43:00,15:43:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out6,15:46:00,15:46:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out6,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out6,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out6,16:01:00,16:01:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out6,16:06:00,16:06:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out6,16:12:00,16:12:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out6,16:17:00,16:17:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out6,16:21:00,16:21:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out6,16:28:00,16:28:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out6,16:32:00,16:32:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out6,16:45:00,16:45:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out7,17:00:00,17:00:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out7,17:04:00,17:04:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out7,17:07:00,17:07:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out7,17:13:00,17:13:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out7,17:16:00,17:16:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out7,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out7,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out7,17:31:00,17:31:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out7,17:36:00,17:36:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out7,17:42:00,17:42:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out7,17:47:00,17:47:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out7,17:51:00,17:51:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out7,17:58:00,17:58:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out7,18:02:00,18:02:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out7,18:15:00,18:15:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_Out8,18:30:00,18:30:00,MashpeeCommons,1,0,0
Bourne_Summer_Mon-Fri_Out8,18:34:00,18:34:00,151AlgonquinAve,2,0,0
Bourne_Summer_Mon-Fri_Out8,18:37:00,18:37:00,151SandwichRd,3,0,0
Bourne_Summer_Mon-Fri_Out8,18:43:00,18:43:00,151&28A,4,0,0
Bourne_Summer_Mon-Fri_Out8,18:46:00,18:46:00,CataumetMotel,5,0,0
Bourne_Summer_Mon-Fri_Out8,,,CCSeniorRes,6,2,3
Bourne_Summer_Mon-Fri_Out8,,,RolandPhinney,7,2,3
Bourne_Summer_Mon-Fri_Out8,19:01:00,19:01:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_Out8,19:06:00,19:06:00,CountyBeach,9,0,0
Bourne_Summer_Mon-Fri_Out8,19:12:00,19:12:00,CapeSideConvenience,10,0,0
Bourne_Summer_Mon-Fri_Out8,19:17:00,19:17:00,Continential,11,0,0
Bourne_Summer_Mon-Fri_Out8,19:21:00,19:21:00,BourneOaks,12,0,0
Bourne_Summer_Mon-Fri_Out8,19:28:00,19:28:00,BourneScenicPark,13,0,0
Bourne_Summer_Mon-Fri_Out8,19:32:00,19:32:00,BourneCOA,14,0,0
Bourne_Summer_Mon-Fri_Out8,19:45:00,19:45:00,WalmartWareham,15,0,0
Bourne_Summer_Mon-Fri_In1,7:00:00,7:00:00,CapeSideConvenience,6,0,0
Bourne_Summer_Mon-Fri_In1,7:06:00,7:06:00,CountyBeach,7,0,0
Bourne_Summer_Mon-Fri_In1,7:08:00,7:08:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_In1,,,RolandPhinney,9,2,3
Bourne_Summer_Mon-Fri_In1,,,CCSeniorRes,10,2,3
Bourne_Summer_Mon-Fri_In1,7:26:00,7:26:00,CataumetMotel,11,0,0
Bourne_Summer_Mon-Fri_In1,7:29:00,7:29:00,151&28A,12,0,0
Bourne_Summer_Mon-Fri_In1,7:35:00,7:35:00,151SandwichRd,13,0,0
Bourne_Summer_Mon-Fri_In1,7:38:00,7:38:00,151AlgonquinAve,14,0,0
Bourne_Summer_Mon-Fri_In1,7:43:00,7:43:00,MashpeeCommons,15,0,0
Bourne_Summer_Mon-Fri_In2,8:00:00,8:00:00,WalmartWareham,1,0,0
Bourne_Summer_Mon-Fri_In2,8:09:00,8:09:00,BourneCOA,2,0,0
Bourne_Summer_Mon-Fri_In2,8:14:00,8:14:00,BourneScenicPark,3,0,0
Bourne_Summer_Mon-Fri_In2,8:17:00,8:17:00,Continential,4,0,0
Bourne_Summer_Mon-Fri_In2,8:22:00,8:22:00,BourneOaks,5,0,0
Bourne_Summer_Mon-Fri_In2,8:30:00,8:30:00,CapeSideConvenience,6,0,0
Bourne_Summer_Mon-Fri_In2,8:37:00,8:37:00,CountyBeach,7,0,0
Bourne_Summer_Mon-Fri_In2,8:43:00,8:43:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_In2,,,RolandPhinney,9,2,3
Bourne_Summer_Mon-Fri_In2,,,CCSeniorRes,10,2,3
Bourne_Summer_Mon-Fri_In2,8:58:00,8:58:00,CataumetMotel,11,0,0
Bourne_Summer_Mon-Fri_In2,9:01:00,9:01:00,151&28A,12,0,0
Bourne_Summer_Mon-Fri_In2,9:07:00,9:07:00,151SandwichRd,13,0,0
Bourne_Summer_Mon-Fri_In2,9:11:00,9:11:00,151AlgonquinAve,14,0,0
Bourne_Summer_Mon-Fri_In2,9:15:00,9:15:00,MashpeeCommons,15,0,0
Bourne_Summer_Mon-Fri_In3,9:30:00,9:30:00,WalmartWareham,1,0,0
Bourne_Summer_Mon-Fri_In3,9:39:00,9:39:00,BourneCOA,2,0,0
Bourne_Summer_Mon-Fri_In3,9:44:00,9:44:00,BourneScenicPark,3,0,0
Bourne_Summer_Mon-Fri_In3,9:47:00,9:47:00,Continential,4,0,0
Bourne_Summer_Mon-Fri_In3,9:52:00,9:52:00,BourneOaks,5,0,0
Bourne_Summer_Mon-Fri_In3,10:00:00,10:00:00,CapeSideConvenience,6,0,0
Bourne_Summer_Mon-Fri_In3,10:07:00,10:07:00,CountyBeach,7,0,0
Bourne_Summer_Mon-Fri_In3,10:13:00,10:13:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_In3,,,RolandPhinney,9,2,3
Bourne_Summer_Mon-Fri_In3,,,CCSeniorRes,10,2,3
Bourne_Summer_Mon-Fri_In3,10:28:00,10:28:00,CataumetMotel,11,0,0
Bourne_Summer_Mon-Fri_In3,10:31:00,10:31:00,151&28A,12,0,0
Bourne_Summer_Mon-Fri_In3,10:37:00,10:37:00,151SandwichRd,13,0,0
Bourne_Summer_Mon-Fri_In3,10:41:00,10:41:00,151AlgonquinAve,14,0,0
Bourne_Summer_Mon-Fri_In3,10:45:00,10:45:00,MashpeeCommons,15,0,0
Bourne_Summer_Mon-Fri_In4,11:00:00,11:00:00,WalmartWareham,1,0,0
Bourne_Summer_Mon-Fri_In4,11:09:00,11:09:00,BourneCOA,2,0,0
Bourne_Summer_Mon-Fri_In4,11:14:00,11:14:00,BourneScenicPark,3,0,0
Bourne_Summer_Mon-Fri_In4,11:17:00,11:17:00,Continential,4,0,0
Bourne_Summer_Mon-Fri_In4,11:22:00,11:22:00,BourneOaks,5,0,0
Bourne_Summer_Mon-Fri_In4,11:30:00,11:30:00,CapeSideConvenience,6,0,0
Bourne_Summer_Mon-Fri_In4,11:37:00,11:37:00,CountyBeach,7,0,0
Bourne_Summer_Mon-Fri_In4,11:43:00,11:43:00,HarmonyHill,8,0,0
Bourne_Summer_Mon-Fri_In4,,,RolandPhinney,9,2,3
Bourne_Summer_Mon-Fri_In4,,,CCSeniorRes,10,2,3
Bourne_Summer_Mon-Fri_In4,11:58:00,11:58:00,CataumetMotel,11,0,0
Bourne_Summer_Mon-Fri_In4,12:01:00,12:01:00,151&28A,12,0,0
Bourne_Summer_Mon-Fri_In4,12:07:00,12:07:00,151SandwichRd,13,0,0
Bourne_Summer_Mon-Fri_In4,12:11:00,12:11:00,151AlgonquinAve,14,0,0
Bourne_Summer_Mon-Fri_In4,12:15:00,12:15:00,MashpeeCommons,15,0,0
Bourne_Summer_Mon-Fri_In5,12:30:00,12:30:00,WalmartWareham,1,0,0
Bourne_Summer_Mon-Fri_In5,12:39:00,12:39:00,BourneCOA,2,0,0
